Neighbourhood ID,Neighbourhood,Animal/Insect Type,Status Code,Status Description,Created Date,Completed Date,Issue Date,Number of Hens,Neighbours Informed,Registered with Provincial APICult,Nbhd Centre Latitude,Nbhd Centre Longitude,Nbhd Centre Geo Location
5080,Brander Gardens,Bees,ISSUED,Issued,05/29/2017 11:23:12 PM,05/31/2017 05:18:32 PM,05/31/2017 12:00:00 AM,,Y,Y,53.49367,-113.57813,"(53.4936711704896, -113.5781274505455)"
5250,Keheewin,Hens,ISSUED,Issued,09/12/2016 06:22:24 AM,10/25/2016 01:36:13 PM,,4,Y,N,53.45027,-113.50451,"(53.450270481502606, -113.5045134621976)"
4720,Glastonbury,Bees,ISSUED,Issued,03/08/2016 07:08:33 PM,04/25/2016 04:47:45 PM,04/25/2016 12:00:00 AM,,Y,Y,53.50320,-113.66989,"(53.50319644152369, -113.66989495602267)"
3270,Laurier Heights,Bees,CANCEL,Cancelled,11/18/2016 07:24:16 PM,11/29/2016 01:24:39 PM,,,Y,Y,53.51425,-113.56933,"(53.51424671570046, -113.56933226321841)"
6230,Forest Heights,Bees,ISSUED,Issued,04/13/2016 03:48:44 PM,04/25/2016 05:34:46 PM,04/25/2016 12:00:00 AM,,Y,Y,53.54454,-113.45127,"(53.54454288129852, -113.45126745011648)"
6230,Forest Heights,Bees,ISSUED,Issued,04/13/2016 03:48:44 PM,04/25/2016 05:34:46 PM,04/25/2016 12:00:00 AM,,Y,Y,53.54454,-113.45127,"(53.54454288129852, -113.45126745011648)"
5040,Belgravia,Bees,ISSUED,Issued,03/06/2017 07:42:07 AM,03/22/2017 11:00:36 AM,03/22/2017 12:00:00 AM,,Y,Y,53.51223,-113.53276,"(53.51223371649437, -113.53276435676035)"
1180,Queen Mary Park,Bees,ISSUED,Issued,05/23/2016 09:22:21 AM,05/31/2016 01:02:57 PM,05/31/2016 12:00:00 AM,,Y,Y,53.55333,-113.51965,"(53.55332765166594, -113.51965427365344)"
5462,Chappelle Area,Bees,ISSUED,Issued,05/04/2016 02:57:35 PM,05/17/2016 04:44:03 PM,05/17/2016 12:00:00 AM,,Y,Y,53.40292,-113.58692,"(53.40292425520648, -113.5869178917687)"
6150,Daly Grove,Bees,ISSUED,Issued,05/29/2017 10:21:15 PM,06/01/2017 09:20:20 AM,06/01/2017 12:00:00 AM,,Y,Y,53.44955,-113.40160,"(53.44954876233334, -113.40159781028866)"
5642,South Terwillegar,Hens,ISSUED,Issued,09/12/2016 02:02:26 PM,09/16/2016 12:04:58 PM,09/16/2016 12:00:00 AM,6,Y,N,53.44023,-113.57902,"(53.440231798863046, -113.57902105126114)"
3440,Westmount,Bees,ISSUED,Issued,08/25/2015 12:15:54 PM,07/07/2016 04:31:39 PM,07/07/2016 12:00:00 AM,,Y,Y,53.55167,-113.54112,"(53.551671762229795, -113.54112241012324)"
2720,York,Bees,CANCEL,Cancelled,04/13/2017 10:10:08 PM,04/19/2017 02:02:58 PM,,,Y,Y,53.60290,-113.43021,"(53.602895378014146, -113.43020574343895)"
6370,Kiniski Gardens,Bees,ISSUED,Issued,06/23/2016 01:50:30 PM,06/28/2016 07:33:54 AM,06/28/2016 12:00:00 AM,,Y,Y,53.47481,-113.40352,"(53.47480588482717, -113.40351643758787)"
4360,Oleskiw,Hens,INQUEU,In Queue,04/28/2016 04:35:44 PM,,,4,Y,N,53.49621,-113.60447,"(53.49621227854868, -113.60447202500848)"
6290,Hazeldean,Bees,ISSUED,Issued,07/24/2016 12:14:39 PM,07/25/2016 08:51:07 AM,07/25/2016 12:00:00 AM,,Y,Y,53.50419,-113.47789,"(53.50418528831584, -113.4778890044809)"
1010,Alberta Avenue,Bees,ISSUED,Issued,11/07/2016 08:42:57 PM,11/22/2017 02:51:06 PM,,8,Y,Y,53.56848,-113.48517,"(53.568479070121306, -113.48516811504452)"
2280,Fraser,Hens,ISSUED,Issued,04/28/2016 08:33:59 AM,08/18/2016 10:23:00 AM,08/18/2016 12:00:00 AM,3,Y,N,53.61121,-113.36978,"(53.61120506312749, -113.36978447542182)"
2230,Delwood,Bees,ISSUED,Issued,10/19/2017 03:38:38 PM,12/04/2017 12:49:18 PM,12/04/2017 12:00:00 AM,,Y,Y,53.59594,-113.45513,"(53.59593671822719, -113.45513078354243)"
2100,Beverly Heights,Bees,ISSUED,Issued,10/11/2017 10:49:54 AM,12/04/2017 01:27:20 PM,12/04/2017 12:00:00 AM,,Y,Y,53.56651,-113.40607,"(53.566514917420214, -113.4060678802253)"
2070,Belmont,Hens,ISSUED,Issued,04/28/2016 08:24:06 AM,08/18/2016 10:37:57 AM,12/18/2017 12:00:00 AM,7,Y,N,53.59397,-113.39374,"(53.59397157739329, -113.39373635814033)"
6320,Idylwylde,Bees,ISSUED,Issued,11/26/2017 12:46:47 PM,12/04/2017 01:18:30 PM,12/04/2017 12:00:00 AM,,Y,Y,53.52161,-113.44911,"(53.521613207275095, -113.44911376690581)"
1130,Elmwood Park,Bees,ISSUED,Issued,12/04/2017 09:39:56 PM,12/05/2017 12:17:25 PM,12/05/2017 12:00:00 AM,,Y,Y,53.57959,-113.46094,"(53.579588701087985, -113.46094200098248)"
4474,Starling,Bees,ISSUED,Issued,12/02/2017 03:05:56 PM,12/04/2017 01:01:48 PM,12/04/2017 12:00:00 AM,,Y,Y,53.59224,-113.65782,"(53.59224321038255, -113.65782409630505)"
6300,Hillview,Bees,ISSUED,Issued,10/25/2017 12:01:55 PM,12/04/2017 12:29:33 PM,12/04/2017 12:00:00 AM,,Y,Y,53.46974,-113.42709,"(53.46973758816532, -113.4270935738733)"
5310,Parkallen,Hens,ISSUED,Issued,04/28/2016 08:22:32 AM,07/10/2017 02:44:20 PM,07/10/2017 12:00:00 AM,4,Y,N,53.50333,-113.51824,"(53.503333894692844, -113.51824294080778)"
3270,Laurier Heights,Bees,CANCEL,Cancelled,11/18/2016 07:24:21 PM,11/29/2016 01:15:25 PM,11/29/2016 12:00:00 AM,,Y,Y,53.51425,-113.56933,"(53.51424671570046, -113.56933226321841)"
4360,Oleskiw,Hens,INQUEU,In Queue,01/02/2018 02:04:51 PM,,,6,Y,N,53.49621,-113.60447,"(53.49621227854868, -113.60447202500848)"
1010,Alberta Avenue,Hens,DEV,In Development Review,04/29/2016 08:59:19 PM,,,4,Y,N,53.56848,-113.48517,"(53.568479070121306, -113.48516811504452)"
5462,Chappelle Area,Hens,CANCEL,Cancelled,05/03/2016 03:34:18 PM,01/11/2018 08:59:18 AM,,4,Y,N,53.40292,-113.58692,"(53.40292425520648, -113.5869178917687)"
3470,Carlton,Hens,CANCEL,Cancelled,04/28/2016 08:32:16 AM,07/05/2016 01:43:46 PM,07/05/2016 12:00:00 AM,3,Y,N,53.62165,-113.55936,"(53.62165146983822, -113.5593587287807)"
3270,Laurier Heights,Hens,ISSUED,Issued,04/28/2016 08:31:27 AM,01/17/2017 10:49:35 AM,01/17/2017 12:00:00 AM,7,Y,N,53.51425,-113.56933,"(53.51424671570046, -113.56933226321841)"
1250,Westwood,Hens,ISSUED,Issued,04/28/2016 08:45:46 AM,01/17/2017 11:22:26 AM,01/17/2017 12:00:00 AM,4,Y,N,53.57593,-113.49857,"(53.57592737297089, -113.49856633573052)"
3430,Wellington,Hens,ISSUED,Issued,04/28/2016 08:21:55 AM,10/18/2016 03:51:29 PM,10/18/2016 12:00:00 AM,6,Y,N,53.59581,-113.55270,"(53.59580848232346, -113.55269525431994)"
3200,Glenora,Hens,DEV,In Development Review,06/02/2017 04:57:07 PM,,,4,Y,N,53.54492,-113.55704,"(53.544922810381465, -113.557042450622)"
6770,Weinlos,Hens,ISSUED,Issued,04/28/2016 08:55:26 AM,08/08/2016 02:57:30 PM,08/08/2016 12:00:00 AM,5,Y,N,53.45997,-113.41361,"(53.45997443527031, -113.41360932167072)"
1170,Prince Rupert,Hens,ISSUED,Issued,04/28/2016 08:22:21 AM,11/04/2016 01:25:33 PM,11/04/2016 12:00:00 AM,3,Y,N,53.56458,-113.52406,"(53.56457537295389, -113.52406226603853)"
6240,Fulton Place,Bees,ISSUED,Issued,02/17/2018 08:38:39 AM,03/22/2018 01:15:20 PM,03/22/2018 12:00:00 AM,,Y,Y,53.54632,-113.42750,"(53.54631536218046, -113.42749643795536)"
6290,Hazeldean,Bees,ISSUED,Issued,02/14/2018 12:27:27 PM,03/22/2018 01:30:20 PM,03/22/2018 12:00:00 AM,,Y,Y,53.50419,-113.47789,"(53.50418528831584, -113.4778890044809)"
2720,York,Bees,CANCEL,Cancelled,03/18/2018 08:11:08 PM,03/30/2018 05:07:42 PM,,,Y,Y,53.60290,-113.43021,"(53.602895378014146, -113.43020574343895)"
3310,North Glenora,Bees,ISSUED,Issued,03/19/2018 12:30:24 PM,03/30/2018 02:19:29 PM,03/30/2018 12:00:00 AM,,Y,Y,53.55495,-113.55826,"(53.554947960393555, -113.55826488479815)"
3430,Wellington,Bees,ISSUED,Issued,02/02/2018 05:38:59 PM,03/30/2018 10:04:35 AM,03/30/2018 12:00:00 AM,,Y,Y,53.59581,-113.55270,"(53.59580848232346, -113.55269525431994)"
6040,Bonnie Doon,Bees,ISSUED,Issued,03/23/2018 10:27:35 AM,03/30/2018 02:39:55 PM,03/30/2018 12:00:00 AM,,Y,Y,53.52377,-113.46729,"(53.523768960098934, -113.46729006225169)"
6040,Bonnie Doon,Hens,ISSUED,Issued,04/28/2016 08:25:40 AM,03/30/2018 03:04:29 PM,03/30/2018 12:00:00 AM,6,Y,N,53.52377,-113.46729,"(53.523768960098934, -113.46729006225169)"
5452,MacEwan,Hens,CANCEL,Cancelled,04/28/2016 08:35:11 AM,07/06/2016 10:07:38 AM,07/06/2016 12:00:00 AM,4,Y,N,53.42875,-113.52694,"(53.42875133706978, -113.52694133789407)"
3180,Dunluce,Hens,INQUEU,In Queue,01/28/2018 01:59:57 PM,,,6,Y,N,53.62150,-113.53018,"(53.62149619456969, -113.53018463752318)"
3240,Inglewood,Bees,ISSUED,Issued,03/25/2018 06:31:57 PM,04/02/2018 01:18:20 PM,04/02/2018 12:00:00 AM,,Y,Y,53.56461,-113.54083,"(53.56461022950754, -113.54083440615169)"
6310,Holyrood,Bees,ISSUED,Issued,03/27/2018 04:46:53 PM,04/02/2018 01:51:03 PM,04/02/2018 12:00:00 AM,,Y,Y,53.53136,-113.45018,"(53.531364142804755, -113.45017788123803)"
5340,Ramsay Heights,Hens,INQUEU,In Queue,03/22/2018 08:26:32 PM,,,4,Y,N,53.48336,-113.58022,"(53.48336181504562, -113.5802152080962)"
4090,Canora,Hens,INQUEU,In Queue,11/27/2017 05:27:18 PM,,,6,Y,N,53.54617,-113.58421,"(53.54616667060196, -113.58420793540543)"
3310,North Glenora,Hens,INQUEU,In Queue,11/12/2017 11:19:02 AM,,,6,Y,N,53.55495,-113.55826,"(53.554947960393555, -113.55826488479815)"
5476,Magrath Heights,Hens,INQUEU,In Queue,04/06/2018 10:11:34 AM,,,6,Y,N,53.44855,-113.55635,"(53.44854769511463, -113.5563513315998)"
4320,Mistatim Industrial,Hens,CANCEL,Cancelled,04/06/2018 08:43:34 AM,04/06/2018 09:53:17 AM,,6,Y,N,53.59837,-113.59949,"(53.598370829244516, -113.59948582283224)"
5462,Chappelle Area,Bees,ISSUED,Issued,04/04/2018 05:26:47 PM,04/16/2018 08:56:59 AM,04/16/2018 12:00:00 AM,,Y,Y,53.40292,-113.58692,"(53.40292425520648, -113.5869178917687)"
3080,Canossa,Bees,ISSUED,Issued,04/03/2018 09:02:25 PM,04/16/2018 10:54:01 AM,04/16/2018 12:00:00 AM,,Y,Y,53.63619,-113.52269,"(53.636193038119806, -113.52269260038311)"
5430,Royal Gardens,Bees,ISSUED,Issued,04/07/2018 06:08:43 PM,04/16/2018 09:17:10 AM,04/16/2018 12:00:00 AM,,Y,Y,53.47945,-113.52810,"(53.47945373050392, -113.52810321138851)"
6200,Ekota,Hens,ISSUED,Issued,04/28/2016 08:25:22 AM,09/30/2016 08:20:36 AM,09/30/2016 12:00:00 AM,2,Y,N,53.44941,-113.44233,"(53.449408842387676, -113.44232540415385)"
5300,Ogilvie Ridge,Bees,ISSUED,Issued,04/10/2018 09:15:53 AM,04/23/2018 04:10:47 PM,04/23/2018 12:00:00 AM,,Y,Y,53.46490,-113.56706,"(53.46489883653457, -113.56706386530816)"
5360,Rideau Park,Bees,ISSUED,Issued,04/11/2018 07:20:07 AM,04/23/2018 04:26:01 PM,04/23/2018 12:00:00 AM,,Y,Y,53.47901,-113.50593,"(53.47900976654981, -113.50593323536516)"
4475,Kinokamau Plains Area,Bees,ISSUED,Issued,04/17/2018 11:01:49 AM,04/24/2018 11:55:21 AM,04/24/2018 12:00:00 AM,,N,Y,53.58444,-113.62148,"(53.58444171323494, -113.62148398990702)"
2410,Kilkenny,Bees,ISSUED,Issued,04/23/2018 05:43:57 PM,05/01/2018 05:09:39 PM,05/01/2018 12:00:00 AM,,Y,Y,53.61041,-113.45512,"(53.6104067025493, -113.4551189930085)"
5350,Rhatigan Ridge,Hens,CANCEL,Cancelled,06/20/2017 01:22:17 PM,05/02/2018 07:33:28 AM,,3,Y,N,53.47451,-113.58763,"(53.47451461721056, -113.58762510129115)"
6240,Fulton Place,Bees,ISSUED,Issued,05/02/2018 04:15:10 PM,05/09/2018 08:53:23 AM,05/09/2018 12:00:00 AM,,Y,Y,53.54632,-113.42750,"(53.54631536218046, -113.42749643795536)"
5470,Steinhauer,Hens,ISSUED,Issued,04/28/2016 08:59:49 AM,05/03/2018 08:08:31 AM,05/03/2018 12:00:00 AM,5,Y,N,53.46454,-113.50593,"(53.46454112371608, -113.5059296639569)"
6290,Hazeldean,Bees,CANCEL,Cancelled,12/06/2017 10:43:17 PM,05/10/2018 03:32:30 PM,,,Y,Y,53.50419,-113.47789,"(53.50418528831584, -113.4778890044809)"
6480,Michaels Park,Hens,INQUEU,In Queue,05/10/2018 02:09:06 PM,,,3,Y,N,53.47957,-113.44621,"(53.47957429902111, -113.44621282089474)"
2521,McConachie Area,Hens,INQUEU,In Queue,05/06/2018 10:03:51 AM,,,6,Y,N,53.63643,-113.43131,"(53.63642688874848, -113.4313071025132)"
3111,Griesbach,Hens,CANCEL,Cancelled,01/21/2017 01:37:35 PM,02/20/2017 03:58:44 PM,02/20/2017 12:00:00 AM,4,Y,N,53.60677,-113.50423,"(53.60676746701015, -113.50422993669426)"
2500,Matt Berry,Hens,ISSUED,Issued,04/28/2016 10:22:12 AM,05/22/2018 10:36:53 AM,05/22/2018 12:00:00 AM,4,Y,N,53.62225,-113.43608,"(53.62225412946233, -113.43607503617342)"
3111,Griesbach,Hens,INQUEU,In Queue,05/06/2018 08:52:51 PM,,,3,Y,N,53.60677,-113.50423,"(53.60676746701015, -113.50422993669426)"
5260,Lansdowne,Hens,INQUEU,In Queue,05/16/2018 09:15:32 AM,,,5,Y,N,53.48731,-113.54850,"(53.48730696241941, -113.54849544072674)"
4230,Jasper Park,Bees,ISSUED,Issued,05/16/2018 03:02:44 PM,05/22/2018 11:40:54 AM,05/22/2018 12:00:00 AM,,Y,Y,53.52308,-113.58411,"(53.523077588379046, -113.58410533783312)"
2100,Beverly Heights,Hens,UNREV,Under Review,05/08/2017 09:36:42 PM,,,6,Y,N,53.56651,-113.40607,"(53.566514917420214, -113.4060678802253)"
3440,Westmount,Bees,ISSUED,Issued,05/10/2018 02:26:21 PM,05/22/2018 11:13:37 AM,05/30/2018 12:00:00 AM,,Y,Y,53.55167,-113.54112,"(53.551671762229795, -113.54112241012324)"
6790,Wild Rose,Hens,INQUEU,In Queue,05/23/2018 02:29:57 PM,,,3,Y,N,53.47058,-113.38117,"(53.47058430162453, -113.381166576475)"
2050,Belle Rive,Hens,CANCEL,Cancelled,04/28/2016 08:29:04 AM,06/29/2016 05:25:00 PM,06/29/2016 12:00:00 AM,4,Y,Y,53.62230,-113.47356,"(53.62229893381064, -113.47355749819135)"
3410,Sherbrooke,Hens,DEV,In Development Review,11/22/2017 01:29:31 PM,,,6,Y,N,53.57565,-113.54916,"(53.575648961580164, -113.54916187635666)"
3140,Crestwood,Bees,DEV,In Development Review,10/18/2017 05:29:07 PM,,,6,Y,N,53.53542,-113.56905,"(53.53541854779786, -113.56904819542947)"
5330,Queen Alexandra,Bees,CANCEL,Cancelled,05/29/2015 04:29:49 PM,07/14/2015 07:46:47 AM,07/14/2015 12:00:00 AM,,Y,Y,53.51233,-113.50485,"(53.512332235513746, -113.50484705945289)"
5640,Terwillegar Towne,Hens,ISSUED,Issued,01/13/2017 02:23:58 PM,03/08/2018 08:15:54 AM,06/14/2018 12:00:00 AM,3,Y,N,53.45063,-113.57774,"(53.4506293105283, -113.5777377735933)"
3270,Laurier Heights,Bees,NEW,New,06/15/2018 10:15:28 AM,,,,Y,Y,53.51425,-113.56933,"(53.51424671570046, -113.56933226321841)"
3210,Grovenor,Hens,DEV,In Development Review,09/05/2017 10:06:28 PM,,,4,Y,N,53.54592,-113.57186,"(53.545921791152516, -113.57186010358184)"
6040,Bonnie Doon,Bees,ISSUED,Issued,05/15/2018 06:56:12 PM,06/21/2018 11:43:38 AM,06/21/2018 12:00:00 AM,,Y,Y,53.52377,-113.46729,"(53.523768960098934, -113.46729006225169)"
2410,Kilkenny,Bees,ISSUED,Issued,06/14/2018 07:36:27 AM,06/26/2018 11:16:49 AM,06/26/2018 12:00:00 AM,,Y,Y,53.61041,-113.45512,"(53.6104067025493, -113.4551189930085)"
6460,Meyokumin,Bees,ISSUED,Issued,06/22/2018 02:05:02 PM,06/28/2018 03:59:04 PM,06/28/2018 12:00:00 AM,,Y,Y,53.45013,-113.42725,"(53.450132609753844, -113.42725240057334)"
6040,Bonnie Doon,Bees,ISSUED,Issued,07/03/2018 04:38:25 PM,07/05/2018 07:41:04 AM,07/05/2018 12:00:00 AM,,Y,Y,53.52377,-113.46729,"(53.523768960098934, -113.46729006225169)"
6360,King Edward Park,Bees,NEW,New,07/06/2018 04:42:48 PM,,,,Y,Y,53.51516,-113.45063,"(53.51516193312055, -113.45062583260703)"
6216,The Orchards At Ellerslie,Bees,ISSUED,Issued,05/29/2015 08:40:38 AM,06/01/2015 11:04:53 AM,06/01/2015 12:00:00 AM,,Y,Y,53.40309,-113.45817,"(53.403088297267004, -113.45816656931493)"
6216,The Orchards At Ellerslie,Bees,ISSUED,Issued,03/26/2018 09:21:38 PM,04/06/2018 10:19:36 AM,04/06/2018 12:00:00 AM,,Y,Y,53.40309,-113.45817,"(53.403088297267004, -113.45816656931493)"
